ME-M-4	ME-M-4.filt.sam	PQ624916	22048	224	0.990
ME-M-4	ME-M-4.filt.sam	PQ625122	1562	119	0.929
Penn-M-15	Penn-M-15.filt.sam	PQ625055	493225	2017	0.996
Penn-M-15	Penn-M-15.filt.sam	PQ625152	225940	805	0.996
Penn-M-15	Penn-M-15.filt.sam	PQ624951	307673	990	0.997
1020-D3	1020-D3.filt.sam	PQ624980	314		1.000
1020-D3	1020-D3.filt.sam	PQ625083	98	4	0.961
1020-D3	1020-D3.filt.sam	PQ624872	190		1.000
1020-D3	1020-D3.filt.sam	PQ625168	166	1	0.994
ME-M-10	ME-M-10.filt.sam	PQ625127	1259	114	0.917
ME-M-10	ME-M-10.filt.sam	PQ625026	5019	204	0.961
ME-M-10	ME-M-10.filt.sam	PQ624922	7822	130	0.984
CVID-0825-B1	CVID-0825-B1.filt.sam	PQ625109	113	19	0.856
CVID-0825-B1	CVID-0825-B1.filt.sam	PQ624901	1699	13	0.992
CVID-0825-B1	CVID-0825-B1.filt.sam	PQ625006	577	21	0.965
James-A4	James-A4.filt.sam	PQ624908	11587	87	0.993
James-A4	James-A4.filt.sam	PQ625116	640	34	0.950
James-A4	James-A4.filt.sam	PQ625013	5463	76	0.986
ME-M-19	ME-M-19.filt.sam	PQ625031	39432	1416	0.965
ME-M-19	ME-M-19.filt.sam	PQ624927	111529	1171	0.990
ME-M-19	ME-M-19.filt.sam	PQ625132	4387	656	0.870
1020-M-0818-A7	1020-M-0818-A7.filt.sam	PQ624886	152	5	0.968
1020-M-0818-A7	1020-M-0818-A7.filt.sam	PQ624993	203	12	0.944
1020-M-0818-A7	1020-M-0818-A7.filt.sam	PQ625175	179	2	0.989
1020-M-0818-A7	1020-M-0818-A7.filt.sam	PQ625096	109	22	0.832
