name,target,ct,tm1,positive,location,sex,date
Myrtle_082023_15,RpL32,28.220,85.070,Y,Myrtle,unk,August
Myrtle_082023_16,RpL32,18.039,85.212,Y,Myrtle,unk,August
Myrtle_082023_17,RpL32,18.985,85.188,Y,Myrtle,unk,August
Myrtle_082023_18,RpL32,17.731,85.188,Y,Myrtle,unk,August
Myrtle_082023_19,RpL32,20.598,85.217,Y,Myrtle,unk,August
Myrtle_082023_20,RpL32,18.512,85.359,Y,Myrtle,unk,August
Myrtle_082023_21,RpL32,18.285,85.320,Y,Myrtle,unk,August
Myrtle_082023_22,RpL32,17.287,85.320,Y,Myrtle,unk,August
Myrtle_082023_23,RpL32,18.477,85.308,Y,Myrtle,unk,August
Myrtle_082023_24,RpL32,18.712,85.449,Y,Myrtle,unk,August
1020_Wabash_092023_1,RpL32,16.743,85.481,Y,Wabash,unk,September
1020_Wabash_092023_2,RpL32,17.114,85.481,Y,Wabash,unk,September
1020_Wabash_092023_3,RpL32,18.199,85.479,Y,Wabash,unk,September
1020_Wabash_092023_4,RpL32,16.277,85.479,Y,Wabash,unk,September
1020_Wabash_092023_5,RpL32,17.532,85.189,Y,Wabash,unk,September
1020_Wabash_092023_6,RpL32,19.163,85.048,Y,Wabash,unk,September
1020_Wabash_092023_7,RpL32,16.879,84.987,Y,Wabash,unk,September
1020_Wabash_092023_8,RpL32,18.287,85.128,Y,Wabash,unk,September
1020_Wabash_092023_9,RpL32,20.855,85.195,Y,Wabash,unk,September
1020_Wabash_092023_10,RpL32,18.079,85.195,Y,Wabash,unk,September
1020_Wabash_092023_11,RpL32,18.834,85.030,Y,Wabash,unk,September
1020_Wabash_092023_12,RpL32,19.912,85.030,Y,Wabash,unk,September
1020_Wabash_092023_13,RpL32,18.115,85.339,Y,Wabash,unk,September
1020_Wabash_092023_14,RpL32,17.264,85.339,Y,Wabash,unk,September
1020_Wabash_092023_15,RpL32,17.137,85.337,Y,Wabash,unk,September
1020_Wabash_092023_16,RpL32,16.747,85.337,Y,Wabash,unk,September
1020_Wabash_092023_17,RpL32,17.920,85.048,Y,Wabash,unk,September
1020_Wabash_092023_18,RpL32,18.335,85.048,Y,Wabash,unk,September
1020_Wabash_092023_19,RpL32,17.796,84.987,Y,Wabash,unk,September
1020_Wabash_092023_20,RpL32,18.537,84.987,Y,Wabash,unk,September
1020_Wabash_092023_21,RpL32,18.493,85.053,Y,Wabash,unk,September
1020_Wabash_092023_22,RpL32,31.270,76.986,N,Wabash,unk,September
1020_Wabash_092023_23,RpL32,0,60.003,N,Wabash,unk,September
1020_Wabash_092023_24,RpL32,18.574,85.030,Y,Wabash,unk,September
1020_Wabash_092023_25,RpL32,18.150,85.339,Y,Wabash,unk,September
1020_Wabash_092023_26,RpL32,16.943,85.339,Y,Wabash,unk,September
1020_Wabash_092023_27,RpL32,16.951,85.337,Y,Wabash,unk,September
1020_Wabash_092023_28,RpL32,17.270,85.337,Y,Wabash,unk,September
1020_Wabash_092023_29,RpL32,20.781,85.048,Y,Wabash,unk,September
1020_Wabash_092023_30,RpL32,19.118,85.048,Y,Wabash,unk,September
1020_Wabash_092023_31,RpL32,18.198,84.987,Y,Wabash,unk,September
1020_Wabash_092023_32,RpL32,17.626,84.987,Y,Wabash,unk,September
1020_Wabash_092023_33,RpL32,17.995,85.336,Y,Wabash,unk,September
1020_Wabash_092023_34,RpL32,18.136,85.336,Y,Wabash,unk,September
1020_Wabash_092023_35,RpL32,17.911,85.171,Y,Wabash,unk,September
1020_Wabash_092023_36,RpL32,18.343,85.313,Y,Wabash,unk,September
1020_Wabash_092023_37,RpL32,18.130,85.339,Y,Wabash,unk,September
1020_Wabash_092023_38,RpL32,18.289,85.339,Y,Wabash,unk,September
1020_Wabash_092023_39,RpL32,17.753,85.196,Y,Wabash,unk,September
1020_Wabash_092023_40,RpL32,17.853,85.196,Y,Wabash,unk,September
1020_Wabash_092023_41,RpL32,18.937,84.906,Y,Wabash,unk,September
1020_Wabash_092023_42,RpL32,17.701,85.048,Y,Wabash,unk,September
1020_Wabash_092023_43,RpL32,18.645,84.846,Y,Wabash,unk,September
1020_Wabash_092023_44,RpL32,18.454,84.987,Y,Wabash,unk,September
1020_Wabash_092023_45,RpL32,16.950,85.195,Y,Wabash,unk,September
1020_Wabash_092023_46,RpL32,17.333,85.195,Y,Wabash,unk,September
1020_Wabash_092023_47,RpL32,17.924,85.171,Y,Wabash,unk,September
1020_Wabash_092023_48,RpL32,17.682,85.313,Y,Wabash,unk,September
1020_Wabash_092023_49,RpL32,17.673,85.339,Y,Wabash,unk,September
1020_Wabash_092023_50,RpL32,16.177,85.339,Y,Wabash,unk,September
1020_Wabash_092023_51,RpL32,18.936,85.196,Y,Wabash,unk,September
1020_Wabash_092023_52,RpL32,17.576,85.196,Y,Wabash,unk,September
1020_Wabash_092023_53,RpL32,17.370,84.906,Y,Wabash,unk,September
1020_Wabash_092023_54,RpL32,20.388,84.906,Y,Wabash,unk,September
1020_Wabash_092023_55,RpL32,19.082,84.846,Y,Wabash,unk,September
1020_Wabash_092023_56,RpL32,19.107,84.987,Y,Wabash,unk,September
1020_Wabash_092023_57,RpL32,16.520,85.195,Y,Wabash,unk,September
1020_Wabash_092023_58,RpL32,18.478,85.195,Y,Wabash,unk,September
1020_Wabash_092023_59,RpL32,18.158,85.171,Y,Wabash,unk,September
1020_Wabash_092023_60,RpL32,17.643,85.313,Y,Wabash,unk,September
1020_Wabash_092023_61,RpL32,18.696,85.339,Y,Wabash,unk,September
1020_Wabash_092023_62,RpL32,17.209,85.339,Y,Wabash,unk,September
1020_Wabash_092023_63,RpL32,23.487,85.196,Y,Wabash,unk,September
1020_Wabash_092023_64,RpL32,23.332,85.196,Y,Wabash,unk,September
1020_Wabash_092023_65,RpL32,18.577,84.906,Y,Wabash,unk,September
1020_Wabash_092023_66,RpL32,31.540,85.189,Y,Wabash,unk,September
1020_Wabash_092023_67,RpL32,19.800,84.846,Y,Wabash,unk,September
1020_Wabash_092023_68,RpL32,24.977,84.987,Y,Wabash,unk,September
1020_Wabash_092023_69,RpL32,22.152,85.053,Y,Wabash,unk,September
1020_Wabash_092023_70,RpL32,20.776,85.053,Y,Wabash,unk,September
1020_Wabash_092023_71,RpL32,25.298,85.171,Y,Wabash,unk,September
1020_Wabash_092023_72,RpL32,24.617,85.171,Y,Wabash,unk,September
1020_Wabash_092023_73,RpL32,18.957,85.339,Y,Wabash,unk,September
1020_Wabash_092023_74,RpL32,16.544,85.339,Y,Wabash,unk,September
1020_Wabash_092023_75,RpL32,16.225,85.196,Y,Wabash,unk,September
1020_Wabash_092023_76,RpL32,16.711,85.196,Y,Wabash,unk,September
1020_Wabash_092023_77,RpL32,29.705,85.048,Y,Wabash,unk,September
1020_Wabash_092023_78,RpL32,17.611,85.048,Y,Wabash,unk,September
1020_Wabash_092023_79,RpL32,17.996,84.846,Y,Wabash,unk,September
1020_Wabash_092023_80,RpL32,18.398,84.987,Y,Wabash,unk,September
1020_Wabash_092023_81,RpL32,17.797,85.053,Y,Wabash,unk,September
1020_Wabash_092023_82,RpL32,17.556,85.053,Y,Wabash,unk,September
1020_Wabash_092023_83,RpL32,17.588,85.313,Y,Wabash,unk,September
1020_Wabash_092023_84,RpL32,17.010,85.313,Y,Wabash,unk,September
1020_Wabash_092023_85,RpL32,18.195,85.198,Y,Wabash,unk,September
1020_Wabash_092023_86,RpL32,17.104,85.198,Y,Wabash,unk,September
1020_Wabash_092023_87,RpL32,17.303,85.196,Y,Wabash,unk,September
1020_Wabash_092023_88,RpL32,16.798,85.196,Y,Wabash,unk,September
1020_Wabash_092023_89,RpL32,16.922,85.331,Y,Wabash,unk,September
1020_Wabash_092023_90,RpL32,17.087,85.331,Y,Wabash,unk,September
1020_Wabash_092023_91,RpL32,16.127,85.269,Y,Wabash,unk,September
1020_Wabash_092023_92,RpL32,16.560,85.269,Y,Wabash,unk,September
1020_Wabash_092023_93,RpL32,16.757,85.053,Y,Wabash,unk,September
1020_Wabash_092023_94,RpL32,16.825,85.053,Y,Wabash,unk,September
1020_Wabash_092023_95,RpL32,17.413,85.313,Y,Wabash,unk,September
1020_Wabash_092023_96,RpL32,17.226,85.313,Y,Wabash,unk,September
Wabash_P2_072023_1,RpL32,13.573,85.415,Y,Wabash,unk,July
Wabash_P2_072023_2,RpL32,17.082,85.415,Y,Wabash,unk,July
Wabash_P2_072023_3,RpL32,14.526,85.577,Y,Wabash,unk,July
Wabash_P2_072023_4,RpL32,14.281,85.436,Y,Wabash,unk,July
Wabash_P2_072023_5,RpL32,14.719,85.415,Y,Wabash,unk,July
Wabash_P2_072023_6,RpL32,14.727,85.415,Y,Wabash,unk,July
Wabash_P2_072023_7,RpL32,13.836,85.582,Y,Wabash,unk,July
Wabash_P2_072023_8,RpL32,13.962,85.582,Y,Wabash,unk,July
Wabash_P2_072023_9,RpL32,14.346,85.544,Y,Wabash,unk,July
Wabash_P2_072023_10,RpL32,14.397,85.404,Y,Wabash,unk,July
Wabash_P2_072023_11,RpL32,14.777,85.523,Y,Wabash,unk,July
Wabash_P2_072023_12,RpL32,16.849,85.663,Y,Wabash,unk,July
Wabash_P2_072023_13,RpL32,16.254,85.415,Y,Wabash,unk,July
Wabash_P2_072023_14,RpL32,15.846,85.275,Y,Wabash,unk,July
Wabash_P2_072023_15,RpL32,15.164,85.436,Y,Wabash,unk,July
Wabash_P2_072023_16,RpL32,15.306,85.436,Y,Wabash,unk,July
Wabash_P2_072023_17,RpL32,14.952,85.274,Y,Wabash,unk,July
Wabash_P2_072023_18,RpL32,15.060,85.415,Y,Wabash,unk,July
Wabash_P2_072023_19,RpL32,15.389,85.442,Y,Wabash,unk,July
Wabash_P2_072023_20,RpL32,15.487,85.442,Y,Wabash,unk,July
Wabash_P2_072023_21,RpL32,15.104,85.404,Y,Wabash,unk,July
Wabash_P2_072023_22,RpL32,16.594,85.263,Y,Wabash,unk,July
Wabash_P2_072023_23,RpL32,16.726,85.383,Y,Wabash,unk,July
Wabash_P2_072023_24,RpL32,17.138,85.523,Y,Wabash,unk,July
Wabash_P2_072023_25,RpL32,16.945,85.415,Y,Wabash,unk,July
Wabash_P2_072023_26,RpL32,16.788,85.134,Y,Wabash,unk,July
Wabash_P2_072023_27,RpL32,16.074,85.296,Y,Wabash,unk,July
Wabash_P2_072023_28,RpL32,15.684,85.296,Y,Wabash,unk,July
Wabash_P2_072023_29,RpL32,16.673,85.134,Y,Wabash,unk,July
Wabash_P2_072023_30,RpL32,17.029,85.134,Y,Wabash,unk,July
Wabash_P2_072023_31,RpL32,17.455,85.301,Y,Wabash,unk,July
Wabash_P2_072023_32,RpL32,18.310,85.301,Y,Wabash,unk,July
Wabash_P2_072023_33,RpL32,15.689,85.263,Y,Wabash,unk,July
Wabash_P2_072023_34,RpL32,16.671,85.263,Y,Wabash,unk,July
Wabash_P2_072023_35,RpL32,16.951,85.243,Y,Wabash,unk,July
Wabash_P2_072023_36,RpL32,16.337,85.383,Y,Wabash,unk,July
Wabash_P2_072023_37,RpL32,18.545,85.275,Y,Wabash,unk,July
Wabash_P2_072023_38,RpL32,16.347,85.275,Y,Wabash,unk,July
Wabash_P2_072023_39,RpL32,16.112,85.155,Y,Wabash,unk,July
Wabash_P2_072023_40,RpL32,15.477,85.296,Y,Wabash,unk,July
Wabash_P2_072023_41,RpL32,15.188,85.134,Y,Wabash,unk,July
Wabash_P2_072023_42,RpL32,16.939,85.134,Y,Wabash,unk,July
Wabash_P2_072023_43,RpL32,17.383,85.301,Y,Wabash,unk,July
Wabash_P2_072023_44,RpL32,15.233,85.301,Y,Wabash,unk,July
Wabash_P2_072023_45,RpL32,15.208,85.263,Y,Wabash,unk,July
Wabash_P2_072023_46,RpL32,16.842,85.123,Y,Wabash,unk,July
Wabash_P2_072023_47,RpL32,16.745,85.243,Y,Wabash,unk,July
Wabash_P2_072023_48,RpL32,16.712,85.383,Y,Wabash,unk,July
Wabash_P2_072023_49,RpL32,19.082,85.134,Y,Wabash,unk,July
Wabash_P2_072023_50,RpL32,14.954,85.275,Y,Wabash,unk,July
Wabash_P2_072023_51,RpL32,15.623,85.155,Y,Wabash,unk,July
Wabash_P2_072023_52,RpL32,16.298,85.155,Y,Wabash,unk,July
Wabash_P2_072023_53,RpL32,17.568,85.134,Y,Wabash,unk,July
Wabash_P2_072023_54,RpL32,16.416,85.134,Y,Wabash,unk,July
Wabash_P2_072023_55,RpL32,14.441,85.301,Y,Wabash,unk,July
Wabash_P2_072023_56,RpL32,14.556,85.161,Y,Wabash,unk,July
Wabash_P2_072023_57,RpL32,18.424,85.123,Y,Wabash,unk,July
Wabash_P2_072023_58,RpL32,15.452,85.123,Y,Wabash,unk,July
Wabash_P2_072023_59,RpL32,15.702,85.243,Y,Wabash,unk,July
Wabash_P2_072023_60,RpL32,15.660,85.243,Y,Wabash,unk,July
Wabash_P2_072023_61,RpL32,15.882,85.134,Y,Wabash,unk,July
Wabash_P2_072023_62,RpL32,17.737,85.275,Y,Wabash,unk,July
Wabash_P2_072023_63,RpL32,15.810,85.155,Y,Wabash,unk,July
Wabash_P2_072023_64,RpL32,17.446,85.155,Y,Wabash,unk,July
Wabash_P2_072023_65,RpL32,16.026,85.134,Y,Wabash,unk,July
Wabash_P2_072023_66,RpL32,16.502,85.134,Y,Wabash,unk,July
Wabash_P2_072023_67,RpL32,18.788,85.161,Y,Wabash,unk,July
Wabash_P2_072023_68,RpL32,15.362,85.161,Y,Wabash,unk,July
Wabash_P2_072023_69,RpL32,20.253,85.123,Y,Wabash,unk,July
Wabash_P2_072023_70,RpL32,16.155,85.123,Y,Wabash,unk,July
Wabash_P2_072023_71,RpL32,15.711,85.243,Y,Wabash,unk,July
Wabash_P2_072023_72,RpL32,19.529,85.243,Y,Wabash,unk,July
Wabash_P2_072023_73,RpL32,17.454,85.134,Y,Wabash,unk,July
Wabash_P2_072023_74,RpL32,19.874,85.275,Y,Wabash,unk,July
Wabash_P2_072023_75,RpL32,17.876,85.155,Y,Wabash,unk,July
Wabash_P2_072023_76,RpL32,18.952,85.015,Y,Wabash,unk,July
Wabash_P2_072023_77,RpL32,17.373,85.134,Y,Wabash,unk,July
Wabash_P2_072023_78,RpL32,17.286,85.134,Y,Wabash,unk,July
Wabash_P2_072023_79,RpL32,16.574,85.161,Y,Wabash,unk,July
Wabash_P2_072023_80,RpL32,19.784,85.161,Y,Wabash,unk,July
Wabash_P2_072023_81,RpL32,14.464,85.123,Y,Wabash,unk,July
Wabash_P2_072023_82,RpL32,21.447,84.983,Y,Wabash,unk,July
Wabash_P2_072023_83,RpL32,14.558,85.243,Y,Wabash,unk,July
Wabash_P2_072023_84,RpL32,17.805,85.243,Y,Wabash,unk,July
Wabash_P2_072023_85,RpL32,20.180,85.134,Y,Wabash,unk,July
Wabash_P2_072023_86,RpL32,14.093,85.275,Y,Wabash,unk,July
Wabash_P2_072023_87,RpL32,20.729,85.155,Y,Wabash,unk,July
Wabash_P2_072023_88,RpL32,15.186,85.155,Y,Wabash,unk,July
Wabash_P2_072023_89,RpL32,19.751,85.134,Y,Wabash,unk,July
Wabash_P2_072023_90,RpL32,20.800,85.134,Y,Wabash,unk,July
Wabash_P2_072023_91,RpL32,0,60.002,N,Wabash,unk,July
Wabash_P2_072023_92,RpL32,18.074,85.161,Y,Wabash,unk,July
Wabash_P3_082023_1,RpL32,14.422,84.618,Y,Wabash,unk,August
Wabash_P3_082023_2,RpL32,15.328,85.608,Y,Wabash,unk,August
Wabash_P3_082023_3,RpL32,15.773,85.633,Y,Wabash,unk,August
Wabash_P3_082023_4,RpL32,15.198,85.633,Y,Wabash,unk,August
Wabash_P3_082023_5,RpL32,16.957,85.464,Y,Wabash,unk,August
Wabash_P3_082023_6,RpL32,15.341,85.464,Y,Wabash,unk,August
Wabash_P3_082023_7,RpL32,17.184,85.638,Y,Wabash,unk,August
Wabash_P3_082023_8,RpL32,14.792,85.638,Y,Wabash,unk,August
Wabash_P3_082023_9,RpL32,16.537,85.595,Y,Wabash,unk,August
Wabash_P3_082023_10,RpL32,17.591,85.595,Y,Wabash,unk,August
Wabash_P3_082023_11,RpL32,14.978,85.726,Y,Wabash,unk,August
Wabash_P3_082023_12,RpL32,16.758,85.726,Y,Wabash,unk,August
Wabash_P3_082023_13,RpL32,17.912,85.467,Y,Wabash,unk,August
Wabash_P3_082023_14,RpL32,17.566,85.467,Y,Wabash,unk,August
Wabash_P3_082023_15,RpL32,16.393,85.491,Y,Wabash,unk,August
Wabash_P3_082023_16,RpL32,17.602,85.491,Y,Wabash,unk,August
Wabash_P3_082023_17,RpL32,16.658,85.322,Y,Wabash,unk,August
Wabash_P3_082023_18,RpL32,17.999,85.322,Y,Wabash,unk,August
Wabash_P3_082023_19,RpL32,21.851,84.363,Y,Wabash,unk,August
Wabash_P3_082023_20,RpL32,17.978,85.497,Y,Wabash,unk,August
Wabash_P3_082023_21,RpL32,16.612,85.453,Y,Wabash,unk,August
Wabash_P3_082023_22,RpL32,18.476,85.453,Y,Wabash,unk,August
Wabash_P3_082023_23,RpL32,16.989,85.584,Y,Wabash,unk,August
Wabash_P3_082023_24,RpL32,16.943,85.584,Y,Wabash,unk,August
Wabash_P3_082023_25,RpL32,15.885,85.467,Y,Wabash,unk,August
Wabash_P3_082023_26,RpL32,15.295,85.326,Y,Wabash,unk,August
Wabash_P3_082023_27,RpL32,15.369,85.491,Y,Wabash,unk,August
Wabash_P3_082023_28,RpL32,15.649,85.491,Y,Wabash,unk,August
Wabash_P3_082023_29,RpL32,15.133,85.322,Y,Wabash,unk,August
Wabash_P3_082023_30,RpL32,16.486,85.322,Y,Wabash,unk,August
Wabash_P3_082023_31,RpL32,16.627,85.497,Y,Wabash,unk,August
Wabash_P3_082023_32,RpL32,16.168,85.497,Y,Wabash,unk,August
Wabash_P3_082023_33,RpL32,14.560,85.453,Y,Wabash,unk,August
Wabash_P3_082023_34,RpL32,15.079,85.453,Y,Wabash,unk,August
Wabash_P3_082023_35,RpL32,16.386,85.584,Y,Wabash,unk,August
Wabash_P3_082023_36,RpL32,16.320,85.584,Y,Wabash,unk,August
Wabash_P3_082023_37,RpL32,16.009,85.326,Y,Wabash,unk,August
Wabash_P3_082023_38,RpL32,16.324,85.326,Y,Wabash,unk,August
Wabash_P3_082023_39,RpL32,18.273,85.349,Y,Wabash,unk,August
Wabash_P3_082023_40,RpL32,16.859,85.349,Y,Wabash,unk,August
Wabash_P3_082023_41,RpL32,17.451,85.181,Y,Wabash,unk,August
Wabash_P3_082023_42,RpL32,16.743,85.322,Y,Wabash,unk,August
Wabash_P3_082023_43,RpL32,15.814,85.355,Y,Wabash,unk,August
Wabash_P3_082023_44,RpL32,16.668,85.355,Y,Wabash,unk,August
Wabash_P3_082023_45,RpL32,17.356,85.312,Y,Wabash,unk,August
Wabash_P3_082023_46,RpL32,15.485,85.312,Y,Wabash,unk,August
Wabash_P3_082023_47,RpL32,16.638,85.443,Y,Wabash,unk,August
Wabash_P3_082023_48,RpL32,15.713,85.443,Y,Wabash,unk,August
Wabash_P3_082023_49,RpL32,15.893,85.326,Y,Wabash,unk,August
Wabash_P3_082023_50,RpL32,16.064,85.326,Y,Wabash,unk,August
Wabash_P3_082023_51,RpL32,16.907,85.349,Y,Wabash,unk,August
Wabash_P3_082023_52,RpL32,16.189,85.349,Y,Wabash,unk,August
Wabash_P3_082023_53,RpL32,15.946,85.181,Y,Wabash,unk,August
Wabash_P3_082023_54,RpL32,15.731,85.181,Y,Wabash,unk,August
Wabash_P3_082023_55,RpL32,15.621,85.355,Y,Wabash,unk,August
Wabash_P3_082023_56,RpL32,26.806,85.213,Y,Wabash,unk,August
Wabash_P3_082023_57,RpL32,15.728,85.312,Y,Wabash,unk,August
Wabash_P3_082023_58,RpL32,15.955,85.312,Y,Wabash,unk,August
Wabash_P3_082023_59,RpL32,15.648,85.443,Y,Wabash,unk,August
Wabash_P3_082023_60,RpL32,15.922,85.443,Y,Wabash,unk,August
Wabash_P3_082023_61,RpL32,15.713,85.326,Y,Wabash,unk,August
Wabash_P3_082023_62,RpL32,16.136,85.326,Y,Wabash,unk,August
Wabash_P3_082023_63,RpL32,15.764,85.349,Y,Wabash,unk,August
Wabash_P3_082023_64,RpL32,17.457,85.349,Y,Wabash,unk,August
Wabash_P3_082023_65,RpL32,15.812,85.181,Y,Wabash,unk,August
Wabash_P3_082023_66,RpL32,15.541,85.322,Y,Wabash,unk,August
Wabash_P3_082023_67,RpL32,15.836,85.355,Y,Wabash,unk,August
Wabash_P3_082023_68,RpL32,15.711,85.355,Y,Wabash,unk,August
Wabash_P3_082023_69,RpL32,15.526,85.312,Y,Wabash,unk,August
Wabash_P3_082023_70,RpL32,17.957,85.312,Y,Wabash,unk,August
Wabash_P3_082023_71,RpL32,15.876,85.443,Y,Wabash,unk,August
Wabash_P3_082023_72,RpL32,17.309,85.443,Y,Wabash,unk,August
Wabash_P3_082023_73,RpL32,19.193,85.326,Y,Wabash,unk,August
Wabash_P3_082023_74,RpL32,24.642,78.394,N,Wabash,unk,August
Peaches_082023_1,RpL32,16.016,85.333,Y,Unknown,unk,August
Peaches_082023_2,RpL32,16.754,85.192,Y,Unknown,unk,August
Peaches_082023_3,RpL32,16.269,85.356,Y,Unknown,unk,August
Peaches_082023_4,RpL32,15.771,85.356,Y,Unknown,unk,August
Peaches_082023_5,RpL32,15.967,85.189,Y,Unknown,unk,August
Peaches_082023_6,RpL32,15.900,85.189,Y,Unknown,unk,August
Peaches_082023_7,RpL32,16.199,85.361,Y,Unknown,unk,August
Peaches_082023_8,RpL32,16.017,85.503,Y,Unknown,unk,August
Peaches_082023_9,RpL32,15.888,85.317,Y,Unknown,unk,August
Peaches_082023_10,RpL32,15.432,85.459,Y,Unknown,unk,August
Peaches_082023_11,RpL32,18.279,85.448,Y,Unknown,unk,August
Peaches_082023_12,RpL32,16.214,85.589,Y,Unknown,unk,August
Peaches_082023_13,RpL32,17.200,85.192,Y,Unknown,unk,August
Peaches_082023_14,RpL32,16.992,85.192,Y,Unknown,unk,August
Peaches_082023_15,RpL32,15.835,85.356,Y,Unknown,unk,August
Peaches_082023_16,RpL32,16.173,85.356,Y,Unknown,unk,August
Peaches_082023_17,RpL32,15.876,85.189,Y,Unknown,unk,August
Peaches_082023_18,RpL32,15.984,85.048,Y,Unknown,unk,August
Peaches_082023_19,RpL32,16.488,85.361,Y,Unknown,unk,August
Peaches_082023_20,RpL32,16.152,85.361,Y,Unknown,unk,August
Peaches_082023_21,RpL32,15.787,85.317,Y,Unknown,unk,August
Peaches_082023_22,RpL32,15.550,85.317,Y,Unknown,unk,August
Peaches_082023_23,RpL32,15.872,85.448,Y,Unknown,unk,August
Peaches_082023_24,RpL32,15.837,85.448,Y,Unknown,unk,August
Peaches_082023_25,RpL32,16.169,85.192,Y,Unknown,unk,August
Peaches_082023_26,RpL32,16.434,85.050,Y,Unknown,unk,August
Peaches_082023_27,RpL32,16.763,85.214,Y,Unknown,unk,August
Peaches_082023_28,RpL32,16.007,85.214,Y,Unknown,unk,August
Peaches_082023_29,RpL32,15.750,85.048,Y,Unknown,unk,August
Peaches_082023_30,RpL32,16.363,85.048,Y,Unknown,unk,August
Peaches_082023_31,RpL32,15.700,85.219,Y,Unknown,unk,August
Peaches_082023_32,RpL32,18.250,85.219,Y,Unknown,unk,August
Peaches_082023_33,RpL32,18.047,85.176,Y,Unknown,unk,August
Peaches_082023_34,RpL32,15.987,85.176,Y,Unknown,unk,August
Peaches_082023_35,RpL32,15.874,85.306,Y,Unknown,unk,August
Peaches_082023_36,RpL32,16.111,85.306,Y,Unknown,unk,August
Peaches_082023_37,RpL32,16.458,85.050,Y,Unknown,unk,August
Peaches_082023_38,RpL32,18.959,85.050,Y,Unknown,unk,August
Peaches_082023_39,RpL32,16.798,85.214,Y,Unknown,unk,August
Peaches_082023_40,RpL32,16.234,85.214,Y,Unknown,unk,August
Peaches_082023_41,RpL32,16.021,85.048,Y,Unknown,unk,August
Peaches_082023_42,RpL32,16.150,85.048,Y,Unknown,unk,August
Peaches_082023_43,RpL32,16.160,85.219,Y,Unknown,unk,August
Peaches_082023_44,RpL32,15.822,85.219,Y,Unknown,unk,August
Peaches_082023_45,RpL32,15.884,85.176,Y,Unknown,unk,August
Peaches_082023_46,RpL32,16.841,85.176,Y,Unknown,unk,August
Peaches_082023_47,RpL32,16.207,85.165,Y,Unknown,unk,August
Peaches_082023_48,RpL32,16.379,85.306,Y,Unknown,unk,August
Peaches_082023_49,RpL32,17.113,85.050,Y,Unknown,unk,August
Peaches_082023_50,RpL32,15.868,85.050,Y,Unknown,unk,August
Peaches_082023_51,RpL32,16.820,85.073,Y,Unknown,unk,August
Peaches_082023_52,RpL32,16.819,85.214,Y,Unknown,unk,August
Peaches_082023_53,RpL32,19.454,85.048,Y,Unknown,unk,August
Peaches_082023_54,RpL32,16.862,85.048,Y,Unknown,unk,August
Peaches_082023_55,RpL32,18.685,85.219,Y,Unknown,unk,August
Peaches_082023_56,RpL32,16.982,85.219,Y,Unknown,unk,August
Peaches_082023_57,RpL32,16.870,85.034,Y,Unknown,unk,August
Peaches_082023_58,RpL32,16.733,85.176,Y,Unknown,unk,August
Peaches_082023_59,RpL32,15.745,85.165,Y,Unknown,unk,August
Peaches_082023_60,RpL32,17.131,85.165,Y,Unknown,unk,August
Peaches_082023_61,RpL32,17.473,85.050,Y,Unknown,unk,August
Peaches_082023_62,RpL32,17.117,85.050,Y,Unknown,unk,August
Peaches_082023_63,RpL32,16.824,85.073,Y,Unknown,unk,August
Peaches_082023_64,RpL32,16.964,85.073,Y,Unknown,unk,August
Peaches_082023_65,RpL32,17.381,85.048,Y,Unknown,unk,August
Peaches_082023_66,RpL32,16.875,85.048,Y,Unknown,unk,August
Peaches_082023_67,RpL32,17.122,85.078,Y,Unknown,unk,August
Peaches_082023_68,RpL32,16.921,85.078,Y,Unknown,unk,August
Peaches_082023_69,RpL32,16.580,85.034,Y,Unknown,unk,August
Peaches_082023_70,RpL32,16.740,85.034,Y,Unknown,unk,August
Peaches_082023_71,RpL32,16.917,85.165,Y,Unknown,unk,August
Peaches_082023_72,RpL32,16.995,85.306,Y,Unknown,unk,August
Peaches_082023_73,RpL32,17.182,85.050,Y,Unknown,unk,August
Peaches_082023_74,RpL32,16.960,85.192,Y,Unknown,unk,August
Peaches_082023_75,RpL32,17.330,85.073,Y,Unknown,unk,August
Peaches_082023_76,RpL32,17.773,85.073,Y,Unknown,unk,August
Peaches_082023_77,RpL32,16.912,85.048,Y,Unknown,unk,August
Peaches_082023_78,RpL32,17.087,85.048,Y,Unknown,unk,August
Peaches_082023_79,RpL32,15.806,85.078,Y,Unknown,unk,August
Peaches_082023_80,RpL32,19.048,85.078,Y,Unknown,unk,August
Peaches_082023_81,RpL32,17.104,85.034,Y,Unknown,unk,August
Peaches_082023_82,RpL32,16.935,85.034,Y,Unknown,unk,August
Peaches_082023_83,RpL32,16.811,85.165,Y,Unknown,unk,August
Peaches_082023_84,RpL32,16.905,85.165,Y,Unknown,unk,August
Peaches_082023_85,RpL32,17.458,85.050,Y,Unknown,unk,August
Peaches_082023_86,RpL32,16.847,85.192,Y,Unknown,unk,August
Peaches_082023_87,RpL32,16.803,85.073,Y,Unknown,unk,August
Peaches_082023_88,RpL32,15.517,85.073,Y,Unknown,unk,August
Peaches_082023_89,RpL32,19.472,85.048,Y,Unknown,unk,August
Peaches_082023_90,RpL32,23.817,84.906,Y,Unknown,unk,August
Peaches_082023_91,RpL32,20.980,85.078,Y,Unknown,unk,August
Peaches_082023_92,RpL32,19.361,85.078,Y,Unknown,unk,August
Peaches_082023_93,RpL32,16.948,85.034,Y,Unknown,unk,August
Peaches_082023_94,RpL32,17.857,84.893,Y,Unknown,unk,August
